source,target,timestamp
123,197,43080
144,197,43080
41,46,43080
41,136,43080
46,136,43080
136,157,43080
170,192,43080
66,137,43080
66,70,43080
66,183,43080
70,183,43080
104,131,43080
131,149,43080
8,54,43080
8,40,43080
117,150,43080
173,199,43080
192,199,43080
76,95,43080
65,185,43080
183,185,43080
73,111,43080
73,211,43080
111,211,43080
111,149,43080
20,233,43080
31,43,43080
9,31,43080
9,101,43080
31,101,43080
78,92,43080
78,153,43080
26,70,43080
65,70,43080
205,214,43080
104,233,43080
18,157,43080
18,140,43080
121,157,43080
120,121,43080
211,223,43080
166,192,43080
32,48,43080
32,83,43080
32,100,43080
48,83,43080
48,100,43080
83,100,43080
50,64,43080
44,137,43080
128,138,43080
138,180,43080
27,37,43080
16,192,43080
9,45,43080
9,101,43080
45,101,43080
86,108,43080
86,177,43080
108,177,43080
117,196,43080
63,99,43080
54,222,43080
91,149,43080
23,38,43080
23,128,43080
38,128,43080
3,198,43080
3,63,43080
3,184,43080
16,56,43080
16,118,43080
56,118,43080
149,184,43080
204,208,43080
97,98,43080
1,2,43100
32,89,43100
32,100,43100
89,100,43100
138,197,43100
136,220,43100
26,66,43100
20,59,43100
8,87,43100
117,149,43100
117,150,43100
149,150,43100
150,196,43100
167,199,43100
111,222,43100
111,211,43100
111,223,43100
78,208,43100
78,91,43100
26,31,43100
3,205,43100
205,214,43100
33,82,43100
18,102,43100
127,200,43100
120,121,43100
114,222,43100
114,211,43100
76,114,43100
73,223,43100
26,183,43100
166,174,43100
103,172,43100
32,83,43100
50,64,43100
138,180,43100
27,37,43100
157,220,43100
167,192,43100
16,118,43100
16,192,43100
118,192,43100
86,108,43100
86,177,43100
108,177,43100
63,99,43100
40,211,43100
91,104,43100
63,231,43100
3,198,43100
3,184,43100
23,38,43100
16,118,43100
16,119,43100
118,119,43100
16,56,43100
16,118,43100
56,118,43100
167,186,43100
204,208,43100
41,140,43100
97,98,43100
2,87,43120
1,2,43120
89,100,43120
140,158,43120
158,182,43120
167,170,43120
167,186,43120
170,186,43120
170,173,43120
16,170,43120
136,157,43120
26,66,43120
59,103,43120
8,87,43120
117,149,43120
117,150,43120
149,150,43120
95,114,43120
47,185,43120
111,211,43120
111,222,43120
211,222,43120
99,111,43120
31,101,43120
70,157,43120
18,70,43120
205,214,43120
33,34,43120
33,92,43120
34,92,43120
18,81,43120
127,200,43120
120,121,43120
76,114,43120
54,211,43120
54,223,43120
211,223,43120
166,174,43120
125,140,43120
103,172,43120
65,220,43120
138,180,43120
27,37,43120
157,220,43120
119,192,43120
86,108,43120
86,177,43120
108,177,43120
63,99,43120
81,137,43120
54,229,43120
54,73,43120
32,48,43120
32,100,43120
48,100,43120
91,104,43120
82,92,43120
48,82,43120
43,222,43120
43,161,43120
3,198,43120
3,184,43120
23,38,43120
16,118,43120
204,208,43120
97,98,43120
63,222,43120
1,2,43140
48,89,43140
158,182,43140
167,170,43140
170,174,43140
91,136,43140
45,136,43140
26,66,43140
66,183,43140
26,42,43140
123,144,43140
114,144,43140
64,207,43140
78,150,43140
117,150,43140
174,199,43140
76,95,43140
185,189,43140
111,211,43140
111,222,43140
211,222,43140
20,82,43140
48,78,43140
31,70,43140
9,70,43140
70,104,43140
43,205,43140
205,214,43140
33,100,43140
18,81,43140
18,125,43140
81,125,43140
127,200,43140
76,114,43140
211,222,43140
211,223,43140
222,223,43140
157,182,43140
166,167,43140
166,169,43140
167,169,43140
103,172,43140
27,37,43140
117,149,43140
63,99,43140
47,189,43140
50,227,43140
32,48,43140
101,140,43140
91,104,43140
23,38,43140
23,128,43140
38,128,43140
36,75,43140
34,92,43140
140,147,43140
87,221,43140
3,198,43140
118,167,43140
16,118,43140
48,100,43140
204,208,43140
97,98,43140
169,174,43140
108,177,43140
23,123,43140
1,2,43160
32,89,43160
32,100,43160
89,100,43160
65,158,43160
167,170,43160
25,140,43160
55,229,43160
66,183,43160
42,47,43160
45,136,43160
123,144,43160
144,231,43160
123,131,43160
36,59,43160
207,227,43160
150,220,43160
173,199,43160
76,95,43160
111,222,43160
20,82,43160
20,208,43160
82,208,43160
18,81,43160
127,200,43160
120,121,43160
69,147,43160
76,114,43160
138,223,43160
166,174,43160
26,123,43160
103,172,43160
81,125,43160
65,146,43160
65,137,43160
27,37,43160
196,220,43160
119,192,43160
45,149,43160
117,149,43160
50,63,43160
50,99,43160
63,99,43160
54,184,43160
32,82,43160
73,211,43160
43,214,43160
91,104,43160
23,38,43160
23,128,43160
38,128,43160
34,92,43160
3,184,43160
3,198,43160
184,198,43160
3,73,43160
167,174,43160
97,98,43160
16,149,43160
63,222,43160
108,177,43160
1,2,43180
1,8,43180
2,8,43180
167,170,43180
169,170,43180
20,25,43180
42,66,43180
42,189,43180
59,153,43180
1,8,43180
1,87,43180
8,87,43180
117,150,43180
149,150,43180
173,199,43180
23,95,43180
23,128,43180
95,128,43180
76,95,43180
76,128,43180
95,128,43180
23,38,43180
23,95,43180
38,95,43180
38,76,43180
38,95,43180
76,95,43180
111,222,43180
57,204,43180
31,70,43180
70,123,43180
86,177,43180
86,205,43180
177,205,43180
205,214,43180
108,205,43180
33,92,43180
18,161,43180
127,200,43180
138,223,43180
157,182,43180
65,146,43180
65,137,43180
50,63,43180
50,64,43180
63,64,43180
50,64,43180
50,99,43180
64,99,43180
27,37,43180
196,220,43180
32,100,43180
40,214,43180
184,211,43180
204,214,43180
101,140,43180
91,104,43180
82,92,43180
3,157,43180
34,92,43180
56,104,43180
10,198,43180
3,198,43180
41,120,43180
161,189,43180
97,98,43180
169,174,43180
123,208,43180
1,2,43200
83,89,43200
83,100,43200
89,100,43200
89,92,43200
48,83,43200
48,89,43200
83,89,43200
157,158,43200
157,182,43200
158,182,43200
3,158,43200
167,170,43200
136,220,43200
25,121,43200
66,78,43200
123,144,43200
20,144,43200
23,131,43200
59,153,43200
8,221,43200
150,208,43200
149,150,43200
173,199,43200
95,114,43200
76,95,43200
185,231,43200
9,31,43200
9,78,43200
70,123,43200
40,205,43200
40,214,43200
205,214,43200
33,92,43200
33,48,43200
18,81,43200
127,200,43200
23,114,43200
23,128,43200
114,128,43200
38,114,43200
38,128,43200
114,128,43200
166,174,43200
125,140,43200
101,125,43200
32,83,43200
63,64,43200
63,99,43200
64,99,43200
82,84,43200
82,171,43200
84,171,43200
27,37,43200
117,149,43200
50,63,43200
50,99,43200
63,99,43200
1,87,43200
47,183,43200
54,214,43200
211,222,43200
208,214,43200
101,171,43200
91,104,43200
56,91,43200
34,82,43200
34,92,43200
82,92,43200
43,184,43200
177,231,43200
183,189,43200
221,222,43200
3,198,43200
38,76,43200
204,208,43200
169,174,43200
1,2,43220
1,87,43220
2,87,43220
32,48,43220
32,89,43220
32,100,43220
48,89,43220
48,100,43220
89,100,43220
32,83,43220
32,89,43220
83,89,43220
157,158,43220
167,170,43220
20,123,43220
20,144,43220
123,144,43220
59,153,43220
36,59,43220
8,222,43220
8,87,43220
8,111,43220
149,150,43220
76,95,43220
20,31,43220
20,70,43220
57,140,43220
9,16,43220
9,31,43220
16,31,43220
205,208,43220
205,214,43220
208,214,43220
40,205,43220
33,34,43220
33,82,43220
33,92,43220
34,82,43220
34,92,43220
82,92,43220
127,200,43220
114,128,43220
23,114,43220
38,114,43220
119,166,43220
119,174,43220
166,174,43220
166,169,43220
125,140,43220
65,125,43220
65,101,43220
50,84,43220
84,171,43220
27,37,43220
3,220,43220
45,118,43220
117,149,43220
50,63,43220
16,171,43220
48,82,43220
91,104,43220
102,147,43220
3,198,43220
41,120,43220
184,186,43220
204,208,43220
41,102,43220
1,2,43240
1,87,43240
2,87,43240
83,89,43240
48,89,43240
41,46,43240
125,158,43240
125,182,43240
158,182,43240
157,158,43240
57,158,43240
167,170,43240
81,136,43240
18,136,43240
25,121,43240
25,127,43240
55,184,43240
95,131,43240
59,153,43240
36,59,43240
59,231,43240
117,149,43240
117,150,43240
149,150,43240
99,150,43240
173,174,43240
173,186,43240
76,95,43240
76,114,43240
95,114,43240
20,200,43240
48,78,43240
33,92,43240
38,76,43240
38,114,43240
76,114,43240
166,174,43240
166,169,43240
83,103,43240
125,177,43240
9,65,43240
65,91,43240
65,104,43240
91,104,43240
50,64,43240
50,171,43240
64,171,43240
50,84,43240
50,171,43240
84,171,43240
27,37,43240
86,231,43240
63,99,43240
32,48,43240
32,100,43240
48,100,43240
101,120,43240
34,82,43240
102,147,43240
120,147,43240
3,198,43240
23,38,43240
16,56,43240
16,118,43240
56,118,43240
184,186,43240
108,177,43240
1,2,43260
167,170,43260
56,170,43260
81,136,43260
55,229,43260
55,86,43260
25,121,43260
111,181,43260
70,82,43260
70,144,43260
82,144,43260
20,144,43260
36,59,43260
36,153,43260
59,153,43260
8,138,43260
150,211,43260
149,150,43260
127,173,43260
95,114,43260
48,78,43260
9,31,43260
31,70,43260
40,204,43260
40,205,43260
40,208,43260
40,214,43260
204,205,43260
204,208,43260
204,214,43260
205,208,43260
205,214,43260
208,214,43260
18,81,43260
200,221,43260
76,114,43260
157,182,43260
81,182,43260
166,174,43260
83,103,43260
65,83,43260
119,192,43260
9,45,43260
117,149,43260
1,87,43260
54,56,43260
32,48,43260
32,100,43260
48,100,43260
211,222,43260
91,104,43260
34,82,43260
3,198,43260
23,38,43260
23,76,43260
38,76,43260
16,118,43260
41,120,43260
184,186,43260
2,87,43280
1,2,43280
89,100,43280
46,147,43280
46,69,43280
10,158,43280
167,170,43280
167,200,43280
170,200,43280
81,136,43280
18,136,43280
55,86,43280
25,121,43280
34,144,43280
50,131,43280
84,131,43280
36,59,43280
23,76,43280
23,95,43280
76,95,43280
76,95,43280
76,114,43280
95,114,43280
10,57,43280
57,157,43280
20,34,43280
20,45,43280
9,31,43280
204,205,43280
204,208,43280
205,208,43280
205,208,43280
205,214,43280
208,214,43280
40,205,43280
40,214,43280
205,214,43280
41,69,43280
104,157,43280
104,182,43280
157,182,43280
83,100,43280
65,87,43280
37,48,43280
119,192,43280
117,149,43280
137,157,43280
27,32,43280
27,48,43280
32,48,43280
91,104,43280
34,82,43280
3,198,43280
36,153,43280
16,118,43280
48,100,43280
184,225,43280
184,186,43280
63,73,43280
2,87,43300
32,89,43300
32,103,43300
89,103,43300
46,69,43300
167,170,43300
18,81,43300
18,136,43300
81,136,43300
55,86,43300
55,229,43300
86,229,43300
25,121,43300
59,172,43300
8,138,43300
95,114,43300
20,70,43300
20,33,43300
9,31,43300
31,104,43300
45,70,43300
40,205,43300
40,214,43300
205,214,43300
33,92,43300
167,200,43300
127,200,43300
3,121,43300
41,69,43300
26,183,43300
27,37,43300
184,186,43300
184,192,43300
186,192,43300
117,149,43300
54,221,43300
32,100,43300
32,103,43300
100,103,43300
211,222,43300
87,211,43300
91,104,43300
82,123,43300
36,221,43300
3,198,43300
36,153,43300
204,208,43300
73,222,43300
149,222,43300
48,89,43320
46,69,43320
158,182,43320
167,170,43320
25,121,43320
23,38,43320
23,131,43320
38,131,43320
144,199,43320
70,144,43320
8,138,43320
76,95,43320
111,118,43320
111,182,43320
118,182,43320
73,111,43320
57,157,43320
9,20,43320
31,82,43320
70,123,43320
63,205,43320
40,205,43320
40,214,43320
205,214,43320
33,92,43320
23,200,43320
63,200,43320
127,200,43320
76,114,43320
125,140,43320
50,64,43320
64,99,43320
64,118,43320
65,102,43320
84,171,43320
27,37,43320
186,192,43320
117,149,43320
99,222,43320
87,211,43320
73,211,43320
10,101,43320
91,104,43320
23,38,43320
23,128,43320
38,128,43320
43,108,43320
34,177,43320
34,123,43320
36,221,43320
3,198,43320
36,153,43320
184,186,43320
204,208,43320
2,180,43340
158,171,43340
167,170,43340
25,121,43340
8,138,43340
8,180,43340
138,180,43340
8,65,43340
8,138,43340
65,138,43340
117,149,43340
117,150,43340
117,161,43340
149,150,43340
149,161,43340
150,161,43340
76,95,43340
76,114,43340
95,114,43340
9,20,43340
9,31,43340
31,123,43340
34,70,43340
33,70,43340
174,205,43340
40,205,43340
205,214,43340
106,208,43340
121,147,43340
43,166,43340
99,166,43340
149,166,43340
118,166,43340
32,83,43340
83,103,43340
137,146,43340
65,102,43340
64,99,43340
84,171,43340
27,37,43340
184,186,43340
184,192,43340
186,192,43340
9,45,43340
54,108,43340
32,100,43340
91,174,43340
91,104,43340
87,123,43340
36,221,43340
100,103,43340
3,198,43340
118,161,43340
73,189,43340
204,208,43340
208,222,43340
2,180,43360
46,120,43360
46,147,43360
120,147,43360
41,46,43360
41,120,43360
46,120,43360
158,182,43360
25,121,43360
25,147,43360
25,157,43360
55,192,43360
9,144,43360
31,144,43360
23,128,43360
23,131,43360
128,131,43360
59,172,43360
48,59,43360
8,65,43360
8,102,43360
65,102,43360
117,150,43360
117,161,43360
150,161,43360
111,222,43360
31,99,43360
78,180,43360
9,70,43360
34,70,43360
40,205,43360
40,214,43360
205,214,43360
106,208,43360
127,200,43360
41,69,43360
41,120,43360
69,120,43360
32,83,43360
32,100,43360
32,103,43360
83,100,43360
83,103,43360
100,103,43360
137,146,43360
65,138,43360
50,64,43360
64,99,43360
84,171,43360
184,192,43360
9,99,43360
54,108,43360
10,101,43360
211,222,43360
91,104,43360
82,123,43360
82,87,43360
9,87,43360
34,87,43360
174,221,43360
204,208,43360
186,208,43360
174,186,43360
56,174,43360
102,180,43360
120,158,43380
57,158,43380
158,182,43380
25,157,43380
25,57,43380
9,144,43380
87,144,43380
20,144,43380
23,128,43380
23,131,43380
128,131,43380
59,207,43380
45,173,43380
76,95,43380
20,70,43380
111,222,43380
111,211,43380
78,180,43380
40,205,43380
40,214,43380
40,221,43380
205,214,43380
205,221,43380
214,221,43380
200,208,43380
127,200,43380
121,157,43380
69,182,43380
157,182,43380
32,83,43380
32,100,43380
32,103,43380
83,100,43380
83,103,43380
100,103,43380
125,140,43380
137,146,43380
65,102,43380
50,64,43380
64,99,43380
84,171,43380
27,37,43380
184,192,43380
45,140,43380
117,149,43380
117,161,43380
149,161,43380
43,137,43380
137,211,43380
10,101,43380
73,101,43380
91,104,43380
91,184,43380
36,75,43380
34,87,43380
103,120,43380
23,38,43380
16,118,43380
41,120,43380
204,208,43380
16,119,43380
73,222,43380
46,69,43400
57,158,43400
158,182,43400
25,121,43400
87,144,43400
23,131,43400
59,172,43400
150,220,43400
125,173,43400
76,95,43400
111,211,43400
20,123,43400
78,180,43400
40,205,43400
40,221,43400
205,221,43400
205,214,43400
205,221,43400
214,221,43400
200,211,43400
127,200,43400
120,121,43400
43,69,43400
65,102,43400
64,99,43400
84,171,43400
196,220,43400
184,192,43400
127,222,43400
117,149,43400
117,161,43400
149,161,43400
48,99,43400
137,211,43400
54,108,43400
73,211,43400
153,214,43400
153,221,43400
214,221,43400
91,104,43400
82,87,43400
43,157,43400
23,38,43400
23,128,43400
38,128,43400
36,75,43400
104,222,43400
100,103,43400
16,118,43400
204,208,43400
46,69,43420
158,182,43420
167,170,43420
81,111,43420
81,136,43420
111,136,43420
18,111,43420
18,136,43420
111,136,43420
87,144,43420
23,131,43420
59,172,43420
150,220,43420
173,199,43420
16,76,43420
16,95,43420
76,95,43420
20,87,43420
20,82,43420
57,118,43420
57,182,43420
9,31,43420
31,123,43420
31,82,43420
78,138,43420
137,205,43420
205,214,43420
18,227,43420
137,200,43420
137,221,43420
200,221,43420
127,200,43420
120,121,43420
69,157,43420
127,146,43420
65,102,43420
50,64,43420
50,99,43420
64,99,43420
84,171,43420
27,37,43420
120,220,43420
186,192,43420
184,192,43420
117,161,43420
40,214,43420
101,208,43420
10,101,43420
214,221,43420
91,104,43420
43,157,43420
38,128,43420
41,147,43420
36,153,43420
118,167,43420
204,208,43420
102,108,43420
149,161,43420
2,102,43440
1,2,43440
43,46,43440
46,69,43440
46,157,43440
69,157,43440
150,158,43440
57,158,43440
120,167,43440
120,170,43440
167,170,43440
87,144,43440
23,131,43440
200,207,43440
18,73,43440
18,207,43440
73,207,43440
204,207,43440
150,220,43440
86,95,43440
20,31,43440
20,70,43440
31,70,43440
20,87,43440
111,211,43440
31,100,43440
31,45,43440
78,138,43440
18,101,43440
137,200,43440
137,221,43440
200,221,43440
127,200,43440
182,220,43440
146,221,43440
65,102,43440
64,99,43440
64,171,43440
84,171,43440
27,37,43440
184,192,43440
117,149,43440
117,161,43440
149,161,43440
91,104,43440
38,128,43440
36,75,43440
36,153,43440
118,119,43440
16,56,43440
16,118,43440
56,118,43440
81,184,43440
184,186,43440
41,76,43440
204,208,43440
81,208,43440
73,81,43440
197,223,43460
43,46,43460
43,157,43460
46,157,43460
87,144,43460
23,131,43460
59,172,43460
204,207,43460
204,208,43460
207,208,43460
73,207,43460
73,208,43460
207,208,43460
150,220,43460
73,111,43460
73,211,43460
111,211,43460
20,84,43460
16,200,43460
184,200,43460
127,200,43460
91,200,43460
69,157,43460
114,120,43460
76,114,43460
83,125,43460
137,146,43460
65,102,43460
65,184,43460
34,84,43460
84,171,43460
117,149,43460
117,161,43460
149,161,43460
137,221,43460
54,108,43460
41,54,43460
32,222,43460
32,48,43460
50,171,43460
10,101,43460
91,104,43460
23,128,43460
38,128,43460
100,103,43460
36,153,43460
16,56,43460
16,118,43460
16,119,43460
56,118,43460
56,119,43460
118,119,43460
184,186,43460
102,177,43460
83,89,43480
83,103,43480
89,103,43480
46,114,43480
57,158,43480
167,170,43480
55,177,43480
55,223,43480
177,223,43480
31,144,43480
20,144,43480
23,128,43480
23,131,43480
128,131,43480
59,172,43480
204,207,43480
204,227,43480
207,227,43480
84,173,43480
76,95,43480
20,123,43480
20,87,43480
40,205,43480
205,214,43480
33,92,43480
16,33,43480
16,56,43480
33,56,43480
100,127,43480
100,200,43480
127,200,43480
121,231,43480
43,69,43480
137,146,43480
137,221,43480
146,221,43480
64,99,43480
84,140,43480
27,37,43480
54,108,43480
10,101,43480
9,214,43480
208,211,43480
91,104,43480
82,123,43480
38,128,43480
147,231,43480
100,157,43480
36,153,43480
16,118,43480
184,186,43480
204,222,43480
16,56,43480
16,119,43480
56,119,43480
149,161,43480
1,2,43500
48,83,43500
48,89,43500
83,89,43500
34,89,43500
167,170,43500
25,121,43500
111,144,43500
33,144,43500
204,207,43500
204,208,43500
207,208,43500
207,211,43500
207,227,43500
211,227,43500
8,78,43500
150,172,43500
117,150,43500
150,182,43500
9,20,43500
9,31,43500
20,31,43500
20,87,43500
9,31,43500
9,82,43500
31,82,43500
31,70,43500
161,205,43500
45,70,43500
33,92,43500
33,186,43500
92,186,43500
127,200,43500
177,223,43500
83,103,43500
137,146,43500
64,171,43500
34,37,43500
27,37,43500
196,220,43500
137,221,43500
54,73,43500
50,171,43500
48,82,43500
91,104,43500
43,157,43500
23,38,43500
23,128,43500
38,128,43500
104,120,43500
221,231,43500
36,153,43500
16,118,43500
16,119,43500
118,119,43500
41,120,43500
184,186,43500
16,56,43500
16,119,43500
56,119,43500
149,161,43500
1,2,43520
167,170,43520
25,64,43520
25,171,43520
55,223,43520
101,136,43520
59,172,43520
86,207,43520
207,227,43520
8,78,43520
117,150,43520
83,95,43520
76,95,43520
57,157,43520
20,87,43520
78,138,43520
70,82,43520
40,205,43520
205,214,43520
54,106,43520
33,92,43520
33,186,43520
127,200,43520
121,171,43520
43,69,43520
177,223,43520
125,171,43520
48,83,43520
48,103,43520
83,103,43520
137,146,43520
50,64,43520
84,99,43520
27,37,43520
117,220,43520
192,204,43520
54,204,43520
54,73,43520
10,101,43520
161,214,43520
91,104,43520
41,91,43520
82,222,43520
43,157,43520
23,128,43520
36,75,43520
34,87,43520
104,120,43520
161,231,43520
36,153,43520
16,56,43520
16,118,43520
56,118,43520
36,120,43520
41,120,43520
76,167,43520
184,186,43520
204,208,43520
73,108,43520
73,208,43520
108,208,43520
149,161,43520
56,119,43520
1,2,43540
158,182,43540
101,136,43540
25,199,43540
59,172,43540
59,220,43540
207,221,43540
207,227,43540
221,227,43540
8,78,43540
117,150,43540
117,220,43540
150,220,43540
76,95,43540
57,69,43540
20,123,43540
20,87,43540
40,205,43540
40,214,43540
205,214,43540
54,106,43540
33,161,43540
34,121,43540
114,167,43540
137,146,43540
137,184,43540
146,184,43540
64,99,43540
34,84,43540
34,171,43540
84,171,43540
82,84,43540
82,171,43540
84,171,43540
27,37,43540
192,204,43540
86,222,43540
50,99,43540
54,157,43540
54,73,43540
54,108,43540
73,108,43540
10,101,43540
87,171,43540
91,104,43540
43,222,43540
43,157,43540
23,128,43540
75,153,43540
36,75,43540
48,103,43540
23,38,43540
118,222,43540
41,120,43540
184,186,43540
76,222,43540
204,208,43540
16,119,43540
16,56,43540
149,161,43540
1,2,43560
50,89,43560
43,46,43560
158,182,43560
25,120,43560
25,95,43560
101,144,43560
144,149,43560
128,131,43560
38,131,43560
59,172,43560
59,231,43560
207,220,43560
205,207,43560
205,227,43560
207,227,43560
8,78,43560
150,196,43560
10,173,43560
101,173,43560
95,114,43560
70,95,43560
43,57,43560
20,34,43560
20,171,43560
54,111,43560
31,167,43560
31,36,43560
205,214,43560
118,205,43560
33,92,43560
33,127,43560
127,200,43560
75,114,43560
104,114,43560
177,223,43560
48,83,43560
48,103,43560
83,103,43560
125,221,43560
125,140,43560
125,146,43560
140,146,43560
64,99,43560
82,84,43560
82,171,43560
84,171,43560
27,37,43560
211,220,43560
91,220,43560
86,222,43560
73,86,43560
117,149,43560
117,161,43560
149,161,43560
50,99,43560
137,184,43560
137,186,43560
184,186,43560
54,73,43560
54,108,43560
73,108,43560
184,211,43560
91,104,43560
3,9,43560
23,128,43560
34,87,43560
120,221,43560
3,198,43560
16,56,43560
16,118,43560
56,118,43560
56,140,43560
204,208,43560
16,149,43560
1,2,43580
158,173,43580
31,158,43580
158,182,43580
101,136,43580
75,170,43580
59,172,43580
207,220,43580
117,150,43580
117,161,43580
150,161,43580
10,173,43580
173,199,43580
76,95,43580
76,114,43580
95,114,43580
41,111,43580
41,221,43580
111,221,43580
20,123,43580
20,87,43580
20,82,43580
9,57,43580
31,146,43580
78,180,43580
33,92,43580
33,198,43580
127,200,43580
177,223,43580
166,174,43580
48,83,43580
48,103,43580
83,103,43580
120,125,43580
146,221,43580
140,146,43580
64,99,43580
64,171,43580
99,171,43580
84,99,43580
27,37,43580
220,227,43580
9,86,43580
137,184,43580
40,102,43580
56,171,43580
91,104,43580
23,128,43580
36,75,43580
3,198,43580
153,184,43580
118,222,43580
16,118,43580
184,186,43580
161,196,43580
1,2,43600
46,54,43600
9,46,43600
9,73,43600
46,73,43600
167,170,43600
118,136,43600
59,174,43600
59,172,43600
36,59,43600
207,211,43600
207,220,43600
211,220,43600
117,150,43600
117,161,43600
150,161,43600
118,173,43600
76,95,43600
76,114,43600
95,114,43600
3,111,43600
20,87,43600
10,31,43600
31,198,43600
31,137,43600
78,180,43600
45,78,43600
9,70,43600
9,73,43600
70,73,43600
70,221,43600
127,200,43600
9,69,43600
69,108,43600
177,223,43600
56,182,43600
166,174,43600
166,172,43600
83,103,43600
48,83,43600
64,99,43600
27,37,43600
10,101,43600
91,104,43600
76,91,43600
23,128,43600
38,128,43600
36,75,43600
3,198,43600
10,118,43600
184,186,43600
136,198,43620
170,211,43620
144,149,43620
59,172,43620
204,207,43620
117,150,43620
117,161,43620
150,161,43620
50,173,43620
173,227,43620
111,199,43620
76,95,43620
76,114,43620
95,114,43620
91,95,43620
99,111,43620
20,87,43620
57,118,43620
10,31,43620
31,101,43620
125,205,43620
40,205,43620
205,214,43620
33,92,43620
120,121,43620
177,223,43620
166,174,43620
83,103,43620
120,125,43620
137,146,43620
65,167,43620
65,102,43620
50,64,43620
50,84,43620
84,171,43620
37,99,43620
27,37,43620
1,231,43620
211,222,43620
91,104,43620
82,87,43620
23,128,43620
76,104,43620
73,221,43620
153,186,43620
184,186,43620
102,204,43620
1,2,43640
31,158,43640
102,158,43640
16,170,43640
128,131,43640
59,172,43640
54,207,43640
207,221,43640
117,150,43640
117,161,43640
150,161,43640
173,199,43640
99,173,43640
76,95,43640
76,114,43640
95,114,43640
76,91,43640
76,95,43640
91,95,43640
9,57,43640
10,31,43640
31,101,43640
69,221,43640
65,69,43640
69,108,43640
166,174,43640
83,103,43640
146,147,43640
65,157,43640
37,99,43640
86,221,43640
137,147,43640
40,140,43640
101,119,43640
91,104,43640
82,87,43640
23,128,43640
34,87,43640
167,198,43640
23,38,43640
184,186,43640
16,119,43640
16,149,43640
10,56,43640
56,119,43640
1,2,43660
46,54,43660
46,207,43660
54,207,43660
167,170,43660
170,173,43660
25,41,43660
34,59,43660
34,87,43660
59,87,43660
150,161,43660
173,199,43660
173,186,43660
76,95,43660
76,114,43660
95,114,43660
9,57,43660
20,34,43660
177,223,43660
149,223,43660
166,174,43660
166,231,43660
9,125,43660
125,221,43660
64,99,43660
64,171,43660
184,192,43660
117,161,43660
50,171,43660
91,104,43660
36,75,43660
157,221,43660
100,103,43660
23,38,43660
184,186,43660
23,169,43660
1,2,43680
41,46,43680
119,170,43680
167,170,43680
25,41,43680
34,59,43680
20,59,43680
86,207,43680
117,150,43680
192,199,43680
95,114,43680
76,95,43680
91,104,43680
91,111,43680
104,111,43680
20,123,43680
20,87,43680
57,182,43680
31,140,43680
70,182,43680
205,222,43680
18,81,43680
127,200,43680
120,121,43680
69,182,43680
177,223,43680
166,174,43680
166,211,43680
174,211,43680
32,83,43680
32,100,43680
83,100,43680
83,103,43680
84,99,43680
84,171,43680
50,99,43680
16,54,43680
40,222,43680
104,211,43680
82,123,43680
36,75,43680
34,87,43680
186,231,43680
108,120,43680
184,186,43680
81,189,43680
140,222,43680
16,73,43680
1,2,43700
101,170,43700
25,43,43700
25,41,43700
128,131,43700
34,59,43700
34,172,43700
59,172,43700
86,207,43700
173,229,43700
167,199,43700
192,199,43700
76,95,43700
76,114,43700
95,114,43700
91,95,43700
111,167,43700
167,205,43700
205,220,43700
205,214,43700
18,189,43700
18,81,43700
166,174,43700
32,83,43700
32,100,43700
83,100,43700
50,64,43700
64,171,43700
204,208,43700
204,220,43700
208,220,43700
184,186,43700
184,192,43700
186,192,43700
50,99,43700
99,171,43700
174,211,43700
108,214,43700
91,222,43700
23,43,43700
36,75,43700
104,222,43700
25,182,43720
55,205,43720
55,108,43720
20,144,43720
20,59,43720
54,207,43720
86,207,43720
167,173,43720
173,227,43720
199,211,43720
57,182,43720
111,205,43720
20,87,43720
18,81,43720
127,200,43720
108,121,43720
76,114,43720
38,114,43720
157,182,43720
166,174,43720
166,211,43720
64,99,43720
84,171,43720
27,37,43720
37,231,43720
184,186,43720
184,192,43720
186,192,43720
3,54,43720
3,198,43720
54,198,43720
91,161,43720
91,222,43720
161,222,43720
91,104,43720
36,75,43720
118,140,43720
204,208,43720
1,2,43740
41,46,43740
41,157,43740
46,157,43740
46,157,43740
46,182,43740
157,182,43740
25,158,43740
101,158,43740
119,170,43740
167,170,43740
25,31,43740
25,102,43740
123,144,43740
59,172,43740
56,207,43740
173,227,43740
57,157,43740
20,123,43740
20,87,43740
33,100,43740
127,200,43740
76,114,43740
38,114,43740
102,182,43740
166,174,43740
123,172,43740
101,146,43740
64,99,43740
64,171,43740
27,37,43740
184,186,43740
184,192,43740
186,192,43740
3,86,43740
91,99,43740
91,104,43740
99,104,43740
50,91,43740
50,104,43740
91,104,43740
101,120,43740
36,75,43740
174,231,43740
120,140,43740
1,2,43760
83,89,43760
101,158,43760
86,136,43760
73,136,43760
119,170,43760
55,111,43760
20,144,43760
8,180,43760
64,150,43760
171,173,43760
171,199,43760
173,199,43760
76,95,43760
76,114,43760
95,114,43760
20,87,43760
31,137,43760
31,157,43760
137,157,43760
31,146,43760
10,70,43760
70,157,43760
149,177,43760
149,223,43760
177,223,43760
166,174,43760
83,92,43760
101,146,43760
64,99,43760
27,37,43760
54,86,43760
99,171,43760
137,147,43760
50,91,43760
50,104,43760
91,104,43760
38,128,43760
36,75,43760
41,157,43760
87,123,43760
